model,prob_col,actual_col,positive_value,threshold,precision,recall,f1,pred_positive_ratio,support_positive,support_negative
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.3,0.5672745194677181,0.8227305218012866,0.6715285880980163,0.604769001490313,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.35,0.6040861402540033,0.781987133666905,0.6816199376947041,0.5397913561847988,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.4,0.6278928136419001,0.7369549678341673,0.6780664255179217,0.48941877794336813,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.45,0.6671299513551077,0.686204431736955,0.6765327695560254,0.42891207153502237,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.5,0.702639751552795,0.6468906361686919,0.673613695571269,0.38390461997019376,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.55,0.7387466902030009,0.5982844889206577,0.6611374407582938,0.3377049180327869,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.6,0.768389662027833,0.5525375268048606,0.6428274428274429,0.2998509687034277,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.65,0.7945823927765236,0.503216583273767,0.6161925601750547,0.2640834575260805,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.7,0.8255208333333334,0.453180843459614,0.5851407475772958,0.22891207153502235,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.75,0.856687898089172,0.38456040028591854,0.530833744449926,0.1871833084947839,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.8,0.8757894736842106,0.29735525375268046,0.4439701173959445,0.14157973174366617,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.85,0.9140893470790378,0.19013581129378126,0.31479289940828403,0.08673621460506706,1399,1956
overall_risk_highvol,prob_overall_risk,actual_risk,고변동,0.9,0.9314285714285714,0.11651179413867048,0.2071156289707751,0.05216095380029806,1399,1956
overall_risk_down,prob_overall_risk,actual_direction,하락,0.1,0.30356046654389196,0.9801783944499505,0.4635575345676119,0.9710879284649776,1009,2346
overall_risk_down,prob_overall_risk,actual_direction,하락,0.15,0.3042282571330354,0.8771060455896927,0.45176110260336905,0.8670640834575261,1009,2346
overall_risk_down,prob_overall_risk,actual_direction,하락,0.2,0.3087431693989071,0.7839444995044599,0.4430131615793895,0.7636363636363637,1009,2346
overall_risk_down,prob_overall_risk,actual_direction,하락,0.25,0.3122775800711744,0.6957383548067394,0.43107153822536076,0.6700447093889716,1009,2346
